Contig ID,Size,Lhav_ech1,Lhav F RPKM
Lhav_v2_contig_10487,779,289,4.074562765
Lhav_v2_contig_10488,3187,7811,26.91814953
Lhav_v2_contig_10489,1003,833,9.121467087
Lhav_v2_contig_1049,3269,4178,14.0369949
Lhav_v2_contig_10490,1924,4748,27.10355571
Lhav_v2_contig_10491,604,174,3.163974223
Lhav_v2_contig_10492,2801,7300,28.62400363
Lhav_v2_contig_10493,513,3382,72.40638499
Lhav_v2_contig_10494,1546,83,0.589643112
Lhav_v2_contig_10495,1237,3143,27.9058534
Lhav_v2_contig_10496,758,3017,43.71462242
Lhav_v2_contig_10497,280,162,6.354444783
Lhav_v2_contig_10498,404,1322,35.93939128
Lhav_v2_contig_10499,647,62,1.052465906
Lhav_v2_contig_105,1739,17115,108.0930941
Lhav_v2_contig_1050,2175,1116,5.635410545
Lhav_v2_contig_10500,2037,5058,27.27146214
Lhav_v2_contig_10501,2481,11053,48.92986672
Lhav_v2_contig_10502,1951,697,3.923703083
Lhav_v2_contig_10503,287,46,1.760340018
Lhav_v2_contig_10504,1234,2374,21.12935218
Lhav_v2_contig_10505,1435,736,5.633088058
Lhav_v2_contig_10506,1535,929,6.647034933
Lhav_v2_contig_10507,2724,4187,16.88171191
Lhav_v2_contig_10508,256,14,0.600632319
Lhav_v2_contig_10509,593,968,17.92839
Lhav_v2_contig_1051,1697,3548,22.9626706
Lhav_v2_contig_10510,1709,1520,9.768371149
Lhav_v2_contig_10511,1216,443,4.001204774
Lhav_v2_contig_10512,233,1768,83.33874702
Lhav_v2_contig_10513,1609,9236,63.04468907
Lhav_v2_contig_10514,2338,4725,22.19616441
Lhav_v2_contig_10515,933,2291,26.96895213
Lhav_v2_contig_10516,235,60,2.80416791
Lhav_v2_contig_10517,670,1524,24.98220635
Lhav_v2_contig_10518,1404,2159,16.88908656
Lhav_v2_contig_10519,225,2,0.097626587
Lhav_v2_contig_1052,2099,1769,9.256270151
Lhav_v2_contig_10520,925,4484,53.24079088
Lhav_v2_contig_10521,640,0,0
Lhav_v2_contig_10522,428,111,2.848392521
Lhav_v2_contig_10523,2191,5362,26.87850189
Lhav_v2_contig_10524,961,854,9.760118937
Lhav_v2_contig_10525,1830,8440,50.65379448
Lhav_v2_contig_10526,580,1154,21.85236482
Lhav_v2_contig_10527,2039,3384,18.22777905
Lhav_v2_contig_10528,2001,1329,7.294550233
Lhav_v2_contig_10529,1876,2077,12.15974002
Lhav_v2_contig_1053,2580,760,3.235299669
Lhav_v2_contig_10530,623,1215,21.4194768
Lhav_v2_contig_10531,432,0,0
Lhav_v2_contig_10532,3548,564,1.745886954
Lhav_v2_contig_10533,869,10,0.126386548
Lhav_v2_contig_10534,766,951,13.63554102
Lhav_v2_contig_10535,592,4377,81.20363434
Lhav_v2_contig_10536,574,4097,78.3925332
Lhav_v2_contig_10537,589,339,6.321280039
Lhav_v2_contig_10538,1615,554,3.767539941
Lhav_v2_contig_10539,630,21,0.366099699
Lhav_v2_contig_1054,217,8,0.404902893
Lhav_v2_contig_10540,1081,9176,93.22842299
Lhav_v2_contig_10541,1995,1514,8.334961578
Lhav_v2_contig_10542,1361,677,5.463251209
Lhav_v2_contig_10543,1653,1188,7.893401868
Lhav_v2_contig_10544,2019,4052,22.04213941
Lhav_v2_contig_10545,796,10390,143.3583873
Lhav_v2_contig_10546,458,0,0
Lhav_v2_contig_10547,896,2582,31.64964589
Lhav_v2_contig_10548,1399,1988,15.60699505
Lhav_v2_contig_10549,743,2538,37.51659638
Lhav_v2_contig_1055,272,222,8.964058816
Lhav_v2_contig_10550,2620,3203,13.42691607
Lhav_v2_contig_10551,271,264,10.69929749
Lhav_v2_contig_10552,6348,4338,7.505389868
Lhav_v2_contig_10553,1239,292,2.588404654
Lhav_v2_contig_10554,1319,1048,8.726440144
Lhav_v2_contig_10555,1619,0,0
Lhav_v2_contig_10556,794,8,0.110659859
Lhav_v2_contig_10557,1374,436,3.485141243
Lhav_v2_contig_10558,2214,1168,5.794098224
Lhav_v2_contig_10559,380,0,0
Lhav_v2_contig_1056,346,1417,44.97947463
Lhav_v2_contig_10560,1656,6400,42.44634196
Lhav_v2_contig_10561,800,1321,18.13566386
Lhav_v2_contig_10562,1523,380,2.740339181
Lhav_v2_contig_10563,750,3894,57.02368918
Lhav_v2_contig_10564,999,2729,30.00258498
Lhav_v2_contig_10565,3588,10935,33.47240981
Lhav_v2_contig_10566,3284,1969,6.585112437
Lhav_v2_contig_10567,1974,870,4.840527941
Lhav_v2_contig_10568,221,160,7.951486684
Lhav_v2_contig_10569,289,566,21.50994082
Lhav_v2_contig_1057,1411,12094,94.13769875
Lhav_v2_contig_10570,217,1168,59.11582243
Lhav_v2_contig_10571,1932,4605,26.17840242
Lhav_v2_contig_10572,247,115,5.113538312
Lhav_v2_contig_10573,1592,6212,42.85574119
Lhav_v2_contig_10574,212,6,0.310839367
Lhav_v2_contig_10575,2034,2191,11.83074397
Lhav_v2_contig_10576,1693,964,6.253752692
Lhav_v2_contig_10577,2177,2024,10.21110416
Lhav_v2_contig_10578,3548,33319,103.1404387
Lhav_v2_contig_10579,2825,2215,8.611442487
Lhav_v2_contig_1058,1345,53,0.432787005
Lhav_v2_contig_10580,1467,12989,97.24476474
Lhav_v2_contig_10581,965,2956,33.64323455
Lhav_v2_contig_10582,760,250,3.612825981
Lhav_v2_contig_10583,216,98,4.983023686
Lhav_v2_contig_10584,3501,4283,13.43620405
Lhav_v2_contig_10585,2606,1339,5.643217546
Lhav_v2_contig_10586,217,1243,62.91178706
Lhav_v2_contig_10587,1688,8332,54.2122517
Lhav_v2_contig_10588,630,490,8.54232632
Lhav_v2_contig_10589,2043,1686,9.063789915
Lhav_v2_contig_1059,2174,25361,128.1231069
Lhav_v2_contig_10590,628,1641,28.69918504
Lhav_v2_contig_10591,488,2,0.045012258
Lhav_v2_contig_10592,417,8,0.210704863
Lhav_v2_contig_10593,754,250,3.641575259
Lhav_v2_contig_10594,665,4033,66.60812426
Lhav_v2_contig_10595,519,878,18.58008879
Lhav_v2_contig_10596,249,1642,72.42598873
Lhav_v2_contig_10597,408,5950,160.1686185
Lhav_v2_contig_10598,660,335,5.574699968
Lhav_v2_contig_10599,288,770,29.36424672
Lhav_v2_contig_106,1319,400566,3335.415289
Lhav_v2_contig_1060,2390,43,0.19760193
Lhav_v2_contig_10600,254,2105,91.02045676
Lhav_v2_contig_10601,739,526,7.81739277
Lhav_v2_contig_10602,401,485,13.2836674
Lhav_v2_contig_10603,1502,876,6.405526032
Lhav_v2_contig_10604,5575,4948,9.74777388
Lhav_v2_contig_10605,205,209,11.19729325
Lhav_v2_contig_10606,1550,1468,10.40195533
Lhav_v2_contig_10607,4242,6163,15.95666512
Lhav_v2_contig_10608,758,414,5.998625682
Lhav_v2_contig_10609,1346,3122,25.47466408
Lhav_v2_contig_1061,683,6214,99.92431327
Lhav_v2_contig_10610,244,9,0.405110323
Lhav_v2_contig_10611,451,356,8.669500642
Lhav_v2_contig_10612,3178,495,1.710692428
Lhav_v2_contig_10613,826,261,3.470412405
Lhav_v2_contig_10614,1422,4363,33.69816432
Lhav_v2_contig_10615,293,317,11.88262164
Lhav_v2_contig_10616,293,0,0
Lhav_v2_contig_10617,1807,590,3.586034687
Lhav_v2_contig_10618,4162,1185,3.127064948
Lhav_v2_contig_10619,238,16,0.738352335
Lhav_v2_contig_1062,1227,1498,13.40873716
Lhav_v2_contig_10620,2004,3560,19.51070254
Lhav_v2_contig_10621,386,0,0
Lhav_v2_contig_10622,971,90,1.017990925
Lhav_v2_contig_10623,550,153,3.055268401
Lhav_v2_contig_10624,561,375,7.341571512
Lhav_v2_contig_10625,1155,569,5.410668285
Lhav_v2_contig_10626,1643,383,2.560246833
Lhav_v2_contig_10627,1224,902,8.093674727
Lhav_v2_contig_10628,355,1139,35.23838515
Lhav_v2_contig_10629,1014,1741,18.85738393
Lhav_v2_contig_1063,3362,8822,28.81973422
Lhav_v2_contig_10630,1674,750,4.920694885
Lhav_v2_contig_10631,360,222,6.772844439
Lhav_v2_contig_10632,822,2042,27.28378052
Lhav_v2_contig_10633,2311,4067,19.32835323
Lhav_v2_contig_10634,321,75,2.566119388
Lhav_v2_contig_10635,437,2090,52.52734818
Lhav_v2_contig_10636,275,26,1.038391875
Lhav_v2_contig_10637,571,1811,34.83396965
Lhav_v2_contig_10638,271,1194,48.39000455
Lhav_v2_contig_10639,1872,3111,18.25218213
Lhav_v2_contig_1064,564,1018,19.82390926
Lhav_v2_contig_10640,594,32,0.591676282
Lhav_v2_contig_10641,1764,3966,24.69305115
Lhav_v2_contig_10642,911,9433,113.723989
Lhav_v2_contig_10643,1842,295,1.758948067
Lhav_v2_contig_10644,1037,640,6.778316518
Lhav_v2_contig_10645,860,281,3.588628449
Lhav_v2_contig_10646,456,727,17.51016325
Lhav_v2_contig_10647,1558,656,4.624417256
Lhav_v2_contig_10648,2443,1819,8.177675234
Lhav_v2_contig_10649,1349,3696,30.09127848
Lhav_v2_contig_1065,2229,2367,11.66296081
Lhav_v2_contig_10650,307,176,6.296437827
Lhav_v2_contig_10651,3030,5582,20.2333517
Lhav_v2_contig_10652,2159,2206,11.22208342
Lhav_v2_contig_10653,1128,9207,89.64574289
Lhav_v2_contig_10654,627,3,0.052550196
Lhav_v2_contig_10655,812,973,13.16065299
Lhav_v2_contig_10656,207,8,0.42446342
Lhav_v2_contig_10657,1456,1874,14.13607493
Lhav_v2_contig_10658,817,2242,30.1393706
Lhav_v2_contig_10659,473,1684,39.10223428
Lhav_v2_contig_1066,2348,1601,7.488828178
Lhav_v2_contig_10660,2949,2474,9.213943605
Lhav_v2_contig_10661,412,1225,32.65573775
Lhav_v2_contig_10662,1184,2895,26.85452609
Lhav_v2_contig_10663,498,31,0.683680162
Lhav_v2_contig_10664,2299,1079,5.154696507
Lhav_v2_contig_10665,2311,4206,19.98894854
Lhav_v2_contig_10666,694,1513,23.94418639
Lhav_v2_contig_10667,2119,998,5.172734781
Lhav_v2_contig_10668,349,1221,38.42473349
Lhav_v2_contig_10669,345,1691,53.83257319
Lhav_v2_contig_1067,1523,20880,150.5744266
Lhav_v2_contig_10670,3329,807,2.662443293
Lhav_v2_contig_10671,1431,3715,28.5127963
Lhav_v2_contig_10672,333,36,1.187350376
Lhav_v2_contig_10673,3417,1519,4.882400732
Lhav_v2_contig_10674,1380,4592,36.54630043
Lhav_v2_contig_10675,1066,1925,19.83326233
Lhav_v2_contig_10676,956,987,11.339134
Lhav_v2_contig_10677,878,719,8.994043868
Lhav_v2_contig_10678,495,587,13.02427415
Lhav_v2_contig_10679,2130,1572,8.105756725
Lhav_v2_contig_1068,1650,1668,11.10280543
Lhav_v2_contig_10680,1218,480,4.328272308
Lhav_v2_contig_10681,267,0,0
Lhav_v2_contig_10682,538,48,0.979895106
Lhav_v2_contig_10683,5904,4682,8.709749963
Lhav_v2_contig_10684,319,370,12.73889236
Lhav_v2_contig_10685,1557,7498,52.89047295
Lhav_v2_contig_10686,4600,5709,13.63084685
Lhav_v2_contig_10687,1187,3377,31.24647055
Lhav_v2_contig_10688,266,25,1.032235995
Lhav_v2_contig_10689,938,1936,22.6685187
Lhav_v2_contig_1069,1946,3107,17.53553596
Lhav_v2_contig_10690,1671,3695,24.28614703
Lhav_v2_contig_10691,219,0,0
Lhav_v2_contig_10692,257,195,8.333397827
Lhav_v2_contig_10693,1158,5277,50.049433
Lhav_v2_contig_10694,1357,2902,23.48757541
Lhav_v2_contig_10695,2902,6349,24.02860432
Lhav_v2_contig_10696,1894,2075,12.03257988
Lhav_v2_contig_10697,1663,5331,35.20765179
Lhav_v2_contig_10698,2483,3272,14.47295469
Lhav_v2_contig_10699,1605,209,1.430183872
Lhav_v2_contig_107,264,390,16.22487304
Lhav_v2_contig_1070,2721,6886,27.79451522
Lhav_v2_contig_10700,3464,9413,29.84494634
Lhav_v2_contig_10701,277,14,0.555097017
Lhav_v2_contig_10702,1085,12225,123.7484468
Lhav_v2_contig_10703,260,1781,75.23348823
Lhav_v2_contig_10704,364,1978,59.68229715
Lhav_v2_contig_10705,1597,3364,23.13511688
Lhav_v2_contig_10706,262,42,1.760632142
Lhav_v2_contig_10707,3824,1908,5.480007007
Lhav_v2_contig_10708,574,1,0.019134131
Lhav_v2_contig_10709,574,6644,127.1271639
Lhav_v2_contig_1071,812,149,2.015351794
Lhav_v2_contig_10710,506,395,8.573678731
Lhav_v2_contig_10711,1785,2066,12.71196603
Lhav_v2_contig_10712,216,1,0.05084718
Lhav_v2_contig_10713,216,3,0.152541541
Lhav_v2_contig_10714,423,9,0.233680659
Lhav_v2_contig_10715,656,349,5.843085142
Lhav_v2_contig_10716,1466,1120,8.390825307
Lhav_v2_contig_10717,1191,241,2.22241883
Lhav_v2_contig_10718,348,1666,52.57949131
Lhav_v2_contig_10719,1718,4027,25.74418201
Lhav_v2_contig_1072,1719,508,3.245700651
Lhav_v2_contig_10720,2926,1937,7.270694987
Lhav_v2_contig_10721,1736,2039,12.89995312
Lhav_v2_contig_10722,2312,6431,30.55000649
Lhav_v2_contig_10723,1888,1940,11.28548862
Lhav_v2_contig_10724,1229,136,1.215367594
Lhav_v2_contig_10725,938,152,1.779759733
Lhav_v2_contig_10726,308,140,4.992268628
Lhav_v2_contig_10727,464,144,3.408514443
Lhav_v2_contig_10728,956,3155,36.24616794
Lhav_v2_contig_10729,215,140,7.151715058
Lhav_v2_contig_1073,1566,17117,120.0484397
Lhav_v2_contig_10730,3411,4578,14.7405842
Lhav_v2_contig_10731,2554,680,2.924210598
Lhav_v2_contig_10732,1264,342,2.971663699
Lhav_v2_contig_10733,916,2528,30.31113668
Lhav_v2_contig_10734,1010,2565,27.8924474
Lhav_v2_contig_10735,1702,3350,21.61752044
Lhav_v2_contig_10736,3566,4079,12.5629894
Lhav_v2_contig_10737,706,270,4.200294002
Lhav_v2_contig_10738,290,485,18.36810561
Lhav_v2_contig_10739,307,518,18.53156133
Lhav_v2_contig_1074,1670,9058,59.57121696
Lhav_v2_contig_10740,925,934,11.08985252
Lhav_v2_contig_10741,706,1649,25.6529067
Lhav_v2_contig_10742,440,99,2.471172971
Lhav_v2_contig_10743,457,174,4.181707726
Lhav_v2_contig_10744,720,1125,17.16092341
Lhav_v2_contig_10745,2759,3099,12.33645852
Lhav_v2_contig_10746,1230,4300,38.39582213
Lhav_v2_contig_10747,355,669,20.69752385
Lhav_v2_contig_10748,421,4483,116.9518968
Lhav_v2_contig_10749,298,4959,182.7672895
Lhav_v2_contig_1075,1023,4346,46.65892357
Lhav_v2_contig_10750,345,43,1.368894528
Lhav_v2_contig_10751,949,1926,22.29003228
Lhav_v2_contig_10752,1473,3749,27.95331513
Lhav_v2_contig_10753,1495,1384,10.16753145
Lhav_v2_contig_10754,532,1083,22.35823164
Lhav_v2_contig_10755,1504,1551,11.32620945
Lhav_v2_contig_10756,1399,1208,9.483526166
Lhav_v2_contig_10757,835,1361,17.90161764
Lhav_v2_contig_10758,1151,1581,15.08610664
Lhav_v2_contig_10759,2203,1160,5.783145501
Lhav_v2_contig_1076,2634,20329,84.76584043
Lhav_v2_contig_10760,1353,3235,26.26014474
Lhav_v2_contig_10761,3944,2930,8.159270684
Lhav_v2_contig_10762,3038,2919,10.55278166
Lhav_v2_contig_10763,873,80,1.006459655
Lhav_v2_contig_10764,1969,2456,13.69945447
Lhav_v2_contig_10765,1397,481,3.781545213
Lhav_v2_contig_10766,1239,1001,8.873263901
Lhav_v2_contig_10767,4507,4567,11.12920342
Lhav_v2_contig_10768,855,1513,19.43539808
Lhav_v2_contig_10769,1345,1330,10.86050409
Lhav_v2_contig_1077,788,2060,28.71187998
Lhav_v2_contig_10770,1835,4947,29.60918604
Lhav_v2_contig_10771,1286,3166,27.03899646
Lhav_v2_contig_10772,1382,502,3.989480082
Lhav_v2_contig_10773,1327,100,0.827655688
Lhav_v2_contig_10774,380,1057,30.5500565
Lhav_v2_contig_10775,440,422,10.53368681
Lhav_v2_contig_10776,263,2621,109.454066
Lhav_v2_contig_10777,2034,4848,26.17774842
Lhav_v2_contig_10778,1423,960,7.409466861
Lhav_v2_contig_10779,333,637,21.00950527
Lhav_v2_contig_1078,2096,27879,146.085308
Lhav_v2_contig_10780,212,625,32.37910077
Lhav_v2_contig_10781,2925,2096,7.87020482
Lhav_v2_contig_10782,5230,5472,11.49119057
Lhav_v2_contig_10783,690,2268,36.10061384
Lhav_v2_contig_10784,312,60,2.11211365
Lhav_v2_contig_10785,739,3620,53.80030765
Lhav_v2_contig_10786,1298,1238,10.47530265
Lhav_v2_contig_10787,426,3,0.077345007
Lhav_v2_contig_10788,324,1309,44.37263949
Lhav_v2_contig_10789,919,3899,46.59704226
Lhav_v2_contig_1079,1227,2037,18.23337623
Lhav_v2_contig_10790,3755,3840,11.23160729
Lhav_v2_contig_10791,233,295,13.9055036
Lhav_v2_contig_10792,294,5,0.186785561
Lhav_v2_contig_10793,789,49,0.682086892
Lhav_v2_contig_10794,785,6900,96.53839207
Lhav_v2_contig_10795,4767,4402,10.14204454
Lhav_v2_contig_10796,1251,2484,21.80795332
Lhav_v2_contig_10797,278,357,14.10405677
Lhav_v2_contig_10798,475,1643,37.98958776
Lhav_v2_contig_10799,722,767,11.66752643
Lhav_v2_contig_108,1524,27601,198.9117678
Lhav_v2_contig_1080,2006,10681,58.47922566
Lhav_v2_contig_10800,830,62,0.820416194
Lhav_v2_contig_10801,308,266,9.485310394
Lhav_v2_contig_10802,459,454,10.86335056
Lhav_v2_contig_10803,1547,717,5.090371386
Lhav_v2_contig_10804,277,1042,41.31507799
Lhav_v2_contig_10805,1969,4863,27.12558921
Lhav_v2_contig_10806,1184,2985,27.68938183
Lhav_v2_contig_10807,205,240,12.85813578
Lhav_v2_contig_10808,397,2590,71.65225855
Lhav_v2_contig_10809,322,592,20.19233125
Lhav_v2_contig_1081,1629,1822,12.28422932
Lhav_v2_contig_10810,889,190,2.347320907
Lhav_v2_contig_10811,2769,4233,16.78981612
Lhav_v2_contig_10812,1748,4125,25.91809943
Lhav_v2_contig_10813,1166,2525,23.7839213
Lhav_v2_contig_10814,3355,5606,18.35190684
Lhav_v2_contig_10815,1501,2582,18.89279328
Lhav_v2_contig_10816,634,1524,26.40075435
Lhav_v2_contig_10817,695,173,2.733895597
Lhav_v2_contig_10818,256,1392,59.72001347
Lhav_v2_contig_10819,449,2901,70.96137381
Lhav_v2_contig_1082,1842,3655,21.79306843
Lhav_v2_contig_10820,206,752,40.09324863
Lhav_v2_contig_10821,418,50,1.313754902
Lhav_v2_contig_10822,3688,956,2.847000916
Lhav_v2_contig_10823,615,461,8.232778606
Lhav_v2_contig_10824,1428,5100,39.22496779
Lhav_v2_contig_10825,854,6396,82.25668656
Lhav_v2_contig_10826,999,396,4.353618047
Lhav_v2_contig_10827,1176,88,0.821856468
Lhav_v2_contig_10828,211,32,1.665666879
Lhav_v2_contig_10829,294,312,11.655419
Lhav_v2_contig_1083,231,698,33.18670002
Lhav_v2_contig_10830,1014,5763,62.42108188
Lhav_v2_contig_10831,3203,557,1.909936303
Lhav_v2_contig_10832,2697,4654,18.95248055
Lhav_v2_contig_10833,752,1151,16.81040242
Lhav_v2_contig_10834,1777,1232,7.614544114
Lhav_v2_contig_10835,459,117,2.799585937
Lhav_v2_contig_10836,4234,4399,11.41100079
Lhav_v2_contig_10837,242,16,0.726148164
Lhav_v2_contig_10838,758,113,1.637306044
Lhav_v2_contig_10839,2892,6547,24.8636383
Lhav_v2_contig_1084,596,6026,111.0461471
Lhav_v2_contig_10840,506,4174,90.59882285
Lhav_v2_contig_10841,1754,3620,22.6672904
Lhav_v2_contig_10842,1330,3364,27.77953509
Lhav_v2_contig_10843,4254,3924,10.13099591
Lhav_v2_contig_10844,866,684,8.674787335
Lhav_v2_contig_10845,1351,1245,10.12126112
Lhav_v2_contig_10846,393,1386,38.73390713
Lhav_v2_contig_10847,1380,36,0.286512808
Lhav_v2_contig_10848,852,498,6.419635574
Lhav_v2_contig_10849,3349,3102,10.1729585
Lhav_v2_contig_1085,475,8209,189.8092063
Lhav_v2_contig_10850,1310,2188,18.34411013
Lhav_v2_contig_10851,2076,4757,25.16670911
Lhav_v2_contig_10852,1198,897,8.223491579
Lhav_v2_contig_10853,1952,3149,17.7179501
Lhav_v2_contig_10854,1482,11894,88.14554301
Lhav_v2_contig_10855,396,0,0
Lhav_v2_contig_10856,220,25,1.248067157
Lhav_v2_contig_10857,371,384,11.36783972
Lhav_v2_contig_10858,1965,613,3.426246042
Lhav_v2_contig_10859,309,985,35.01050523
Lhav_v2_contig_1086,468,11133,261.2684586
Lhav_v2_contig_10860,272,24,0.96908744
Lhav_v2_contig_10861,980,66,0.739670821
Lhav_v2_contig_10862,693,196,3.10630048
Lhav_v2_contig_10863,919,157,1.876310755
Lhav_v2_contig_10864,1189,111,1.025325483
Lhav_v2_contig_10865,1290,1253,10.66797496
Lhav_v2_contig_10866,620,659,11.67385654
Lhav_v2_contig_10867,991,5508,61.0437077
Lhav_v2_contig_10868,1299,5855,49.50378153
Lhav_v2_contig_10869,4297,1052,2.688877476
Lhav_v2_contig_1087,2278,79251,382.0952671
Lhav_v2_contig_10870,1034,5901,62.67952591
Lhav_v2_contig_10871,1436,4229,32.34475548
Lhav_v2_contig_10872,4710,1855,4.325572882
Lhav_v2_contig_10873,238,162,7.475817391
Lhav_v2_contig_10874,1078,534,5.440553975
Lhav_v2_contig_10875,1722,4295,27.39369702
Lhav_v2_contig_10876,2168,1464,7.416558486
Lhav_v2_contig_10877,1040,3151,33.27635056
Lhav_v2_contig_10878,1021,1341,14.42526044
Lhav_v2_contig_10879,742,403,5.96515548
Lhav_v2_contig_1088,1137,0,0
Lhav_v2_contig_10880,276,89,3.541616657
Lhav_v2_contig_10881,373,159,4.68175755
Lhav_v2_contig_10882,645,197,3.35449492
Lhav_v2_contig_10883,1263,467,4.061010917
Lhav_v2_contig_10884,2988,8384,30.81706707
Lhav_v2_contig_10885,708,3412,52.92932942
Lhav_v2_contig_10886,430,80,2.04334716
Lhav_v2_contig_10887,1650,996,6.629732738
Lhav_v2_contig_10888,721,1035,15.7661521
Lhav_v2_contig_10889,1040,590,6.230735269
Lhav_v2_contig_1089,3380,925,3.005700195
Lhav_v2_contig_10890,794,94,1.30025334
Lhav_v2_contig_10891,1136,1243,12.01748045
Lhav_v2_contig_10892,1068,224,2.30354867
Lhav_v2_contig_10893,834,10,0.131690539
Lhav_v2_contig_10894,523,2428,50.98795814
Lhav_v2_contig_10895,1551,776,5.495036107
Lhav_v2_contig_10896,3091,440,1.563415086
Lhav_v2_contig_10897,249,18,0.793951155
Lhav_v2_contig_10898,1665,2150,14.18224061
Lhav_v2_contig_10899,1283,2749,23.53253485
Lhav_v2_contig_109,916,26150,313.5428102
Lhav_v2_contig_1090,1144,832,7.987629805
Lhav_v2_contig_10900,210,2875,150.3623765
Lhav_v2_contig_10901,1082,1382,14.02818257
Lhav_v2_contig_10902,2398,352,1.612182163
Lhav_v2_contig_10903,314,551,19.27270074
Lhav_v2_contig_10904,1037,1741,18.43913915
Lhav_v2_contig_10905,682,397,6.393324663
Lhav_v2_contig_10906,1495,1948,14.31094745
Lhav_v2_contig_10907,1476,2360,17.56087989
Lhav_v2_contig_10908,1301,1145,9.6660451
Lhav_v2_contig_10909,4052,8955,24.27262691
Lhav_v2_contig_1091,1534,73,0.522658632
Lhav_v2_contig_10910,652,3777,63.62386034
Lhav_v2_contig_10911,206,1166,62.16586158
Lhav_v2_contig_10912,1368,4352,34.94004149
Lhav_v2_contig_10913,1537,2842,20.30817201
Lhav_v2_contig_10914,1282,1752,15.00951654
Lhav_v2_contig_10915,1508,7318,53.2980955
Lhav_v2_contig_10916,822,5965,79.70017179
Lhav_v2_contig_10917,641,2112,36.18732754
Lhav_v2_contig_10918,1163,4952,46.76506564
Lhav_v2_contig_10919,653,200,3.36385635
Lhav_v2_contig_1092,3138,13010,45.53496261
Lhav_v2_contig_10920,906,1391,16.86240668
Lhav_v2_contig_10921,606,458,8.300676353
Lhav_v2_contig_10922,3323,1643,5.430350341
Lhav_v2_contig_10923,1983,2954,16.36094572
Lhav_v2_contig_10924,2681,2084,8.537319361
Lhav_v2_contig_10925,263,1002,41.84394283
Lhav_v2_contig_10926,223,0,0
Lhav_v2_contig_10927,1158,353,3.348010204
Lhav_v2_contig_10928,797,19,0.26182789
Lhav_v2_contig_10929,1820,10,0.060346104
Lhav_v2_contig_1093,1559,1655,11.65930088
Lhav_v2_contig_10930,1603,6326,43.34273297
Lhav_v2_contig_10931,736,318,4.745368386
Lhav_v2_contig_10932,2008,1723,9.424150131
Lhav_v2_contig_10933,229,0,0
Lhav_v2_contig_10934,216,64,3.25421955
Lhav_v2_contig_10935,1316,12617,105.2981742
Lhav_v2_contig_10936,354,24,0.744609558
Lhav_v2_contig_10937,681,1024,16.51480582
Lhav_v2_contig_10938,5723,4995,9.585888512
Lhav_v2_contig_10939,756,2768,40.21285587
Lhav_v2_contig_1094,1188,166,1.534660356
Lhav_v2_contig_10940,952,3905,45.05102919
Lhav_v2_contig_10941,3320,5394,17.84405222
Lhav_v2_contig_10942,419,988,25.89784031
Lhav_v2_contig_10943,307,283,10.12438582
Lhav_v2_contig_10944,3772,1334,3.884228518
Lhav_v2_contig_10945,2726,1138,4.584975693
Lhav_v2_contig_10946,852,871,11.22791684
Lhav_v2_contig_10947,2483,171,0.756379967
Lhav_v2_contig_10948,1927,3736,21.29343763
Lhav_v2_contig_10949,2300,1630,7.783597957
Lhav_v2_contig_1095,3706,15371,45.5530368
Lhav_v2_contig_10950,3169,3612,12.51832232
Lhav_v2_contig_10951,361,186,5.658826379
Lhav_v2_contig_10952,766,302,4.330108716
Lhav_v2_contig_10953,379,2072,60.04421455
Lhav_v2_contig_10954,1132,944,9.158960678
Lhav_v2_contig_10955,310,769,27.24490344
Lhav_v2_contig_10956,201,179,9.780872566
Lhav_v2_contig_10957,226,59,2.867241009
Lhav_v2_contig_10958,1994,2297,12.65192091
Lhav_v2_contig_10959,2758,4891,19.47708807
Lhav_v2_contig_1096,3027,11163,40.50318082
Lhav_v2_contig_10960,613,701,12.55966832
Lhav_v2_contig_10961,1283,1854,15.8709784
Lhav_v2_contig_10962,432,8,0.203388722
Lhav_v2_contig_10963,2051,6564,35.1498551
Lhav_v2_contig_10964,240,81,3.706759457
Lhav_v2_contig_10965,2529,1794,7.791018514
Lhav_v2_contig_10966,722,424,6.44984512
Lhav_v2_contig_10967,303,667,24.17707916
Lhav_v2_contig_10968,734,11453,171.3735637
Lhav_v2_contig_10969,453,70,1.697150924
Lhav_v2_contig_1097,2530,448,1.944814213
Lhav_v2_contig_10970,1641,1026,6.866879188
Lhav_v2_contig_10971,490,270,6.051852174
